DateAdded,QtrYrcompleted,Company,Suffix,Name,AcceptedFIGI,HasSOR2599,HasaDedicatedFeed,HasanOpenFIGI.comaccount,Contact Source,Address,City,State,Postal Code,Country,Region,ClientType,Division,Role,Phone #,Cell Phone #,E-mail address(es) - in order,UsingFIGI,Bloomberg Rep(s),BloombergProduct,Notes,Access 1,Access 2,Access 3,UsageofData,UseCase1,UseCase23,Competitive ID,PR Effort
3/9/2015,Q1 2015,Company 2210,not available,Name 2209,Accepted,34569847,No,No Info Available,No Source,Address 2210,City 2210,--,12345,Singapore,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Peter Parker,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
3/11/2015,Q1 2015,Company 2211,not available,Name 2210,Accepted,34569847,No,No Info Available,No Source,Address 2211,City 2211,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
3/11/2015,Q1 2015,Company 2212,Mr.,Name 2211,Accepted,34569847,No,No Info Available,No Source,Address 2212,City 2212,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Terminal client,type any notes here,--,--,--,--,--,--,--,--
3/11/2015,Q1 2015,Company 2213,Ms.,Name 2212,Accepted,34569847,No,No Info Available,No Source,Address 2213,City 2213,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Terminal client,type any notes here,--,--,--,--,--,--,--,--
3/13/2015,Q1 2015,Company 2214,Mr.,Name 2213,Accepted,34569847,No,No Info Available,No Source,Address 2214,City 2214,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
3/13/2015,Q2 2015,Company 2215,Ms.,Name 2214,Accepted,34569847,No,No Info Available,No Source,Address 2215,City 2215,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
3/13/2015,Q2 2015,Company 2216,Ms.,Name 2215,Accepted,34569847,No,No Info Available,No Source,Address 2216,City 2216,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
3/13/2015,Q2 2015,Company 2217,Ms.,Name 2216,Accepted,34569847,No,No Info Available,No Source,Address 2217,City 2217,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
3/13/2015,Q1 2015,Company 2218,Mr.,Name 2217,No Info Available,34569847,No,No Info Available,No Source,Address 2218,City 2218,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
3/16/2015,Q1 2015,Company 2219,Ms.,Name 2218,No Info Available,34569847,No,No Info Available,No Source,Address 2219,City 2219,--,12345,Ireland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
3/23/2015,Q2 2015,Company 2220,not available,Name 2219,Accepted,34569847,No,No Info Available,No Source,Address 2220,City 2220,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
3/27/2015,Q1 2015,Company 2221,not available,Name 2220,Accepted,34569847,No,No Info Available,No Source,Address 2221,City 2221,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
3/30/2015,Q2 2015,Company 2222,Mr.,Name 2221,Accepted,34569847,No,No Info Available,Business Card,Address 2222,City 2222,MA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
3/31/2015,Q1 2015,Company 2223,Mr.,Name 2222,Accepted,34569847,No,No Info Available,No Source,Address 2223,City 2223,--,12345,United Kingdom (UK),Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Tom Brady,--,type any notes here,--,--,--,--,--,--,--,--
3/31/2015,Q2 2015,Company 2224,not available,Name 2223,Accepted,34569847,No,No Info Available,No Source,Address 2224,City 2224,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Other,type any notes here,--,--,--,--,--,--,--,--
4/2/2015,Q2 2015,Company 2225,Mr.,Name 2224,No Info Available,34569847,No,API Key Only,No Source,Address 2225,City 2225,--,12345,Singapore,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
4/2/2015,Q2 2015,Company 2226,not available,Name 2225,Accepted,34569847,No,API Key Only,No Source,Address 2226,City 2226,--,12345,Singapore,Asia Pacific,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
4/2/2015,Q2 2015,Company 2227,Mr.,Name 2226,Accepted,34569847,No,No Info Available,No Source,Address 2227,City 2227,--,12345,--,Asia Pacific,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
4/6/2015,Q2 2015,Company 2228,Ms.,Name 2227,Accepted,34569847,No,No Info Available,No Source,Address 2228,City 2228,GA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
4/6/2015,Q2 2015,Company 2229,Mr.,Name 2228,Accepted,34569847,No,No Info Available,No Source,Address 2229,City 2229,GA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
4/6/2015,Q2 2015,Company 2230,Ms.,Name 2229,Accepted,34569847,No,No Info Available,No Source,Address 2230,City 2230,GA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
4/7/2015,Q2 2015,Company 2231,Mr.,Name 2230,Accepted,34569847,No,No Info Available,No Source,Address 2231,City 2231,--,12345,United Kingdom (UK),Western Europe,--,--,Global Head,7701234567,4041234567,abcde@email.com,Yes,First Last ,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
4/7/2015,Q2 2015,Company 2232,Mr.,Name 2231,Accepted,34569847,No,No Info Available,No Source,Address 2232,City 2232,--,12345,United Kingdom (UK),Western Europe,--,--,Global Head,7701234567,4041234567,abcde@email.com,Yes,First Last ,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
4/7/2015,Q2 2015,Company 2233,Mr.,Name 2232,Accepted,34569847,No,No Info Available,No Source,Address 2233,City 2233,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
4/7/2015,Q2 2015,Company 2234,Mr.,Name 2233,Accepted,34569847,No,No Info Available,No Source,Address 2234,City 2234,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
4/7/2015,Q3 2015,Company 2235,not available,Name 2234,Accepted,34569847,No,No Info Available,No Source,Address 2235,City 2235,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Mickey Mouse,--,type any notes here,--,--,--,--,--,--,--,--
4/8/2015,Q2 2015,Company 2236,not available,Name 2235,Accepted,34569847,No,No Info Available,No Source,Address 2236,City 2236,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
4/10/2015,Q2 2015,Company 2237,Mr.,Name 2236,Accepted,34569847,No,No Info Available,No Source,Address 2237,City 2237,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
4/13/2015,Q2 2015,Company 2238,Mr.,Name 2237,Accepted,34569847,No,No Info Available,No Source,Address 2238,City 2238,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,"Data License Per-Security, Data License Back-Office",type any notes here,--,--,--,--,--,--,--,--
4/13/2015,Q2 2015,Company 2239,Mr.,Name 2238,Accepted,34569847,No,No Info Available,No Source,Address 2239,City 2239,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,"Data License Per-Security, Data License Back-Office",type any notes here,--,--,--,--,--,--,--,--
4/13/2015,Q2 2015,Company 2240,Mr.,Name 2239,Accepted,34569847,No,No Info Available,No Source,Address 2240,City 2240,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,"Data License Per-Security, Data License Back-Office",type any notes here,--,--,--,--,--,--,--,--
4/13/2015,Q2 2015,Company 2241,Mr.,Name 2240,Accepted,34569847,No,No Info Available,No Source,Address 2241,City 2241,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,"Data License Per-Security, Data License Back-Office",type any notes here,--,--,--,--,--,--,--,--
4/13/2015,Q2 2015,Company 2242,Mr.,Name 2241,Accepted,34569847,No,No Info Available,No Source,Address 2242,City 2242,--,12345,Ireland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
4/14/2015,Q2 2015,Company 2243,Mr.,Name 2242,Accepted,34569847,No,No Info Available,No Source,Address 2243,City 2243,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
4/14/2015,Q1 2015,Company 2244,Ms.,Name 2243,Accepted,34569847,No,No Info Available,No Source,Address 2244,City 2244,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,not specified,Other,type any notes here,--,--,--,--,--,--,--,--
4/15/2015,Q2 2015,Company 2245,Mr.,Name 2244,Accepted,34569847,No,No Info Available,No Source,Address 2245,City 2245,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
4/15/2015,Q2 2015,Company 2246,Mr.,Name 2245,Accepted,34569847,No,No Info Available,No Source,Address 2246,City 2246,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Other,type any notes here,--,--,--,--,--,--,--,--
4/16/2015,Q2 2015,Company 2247,Mr.,Name 2246,Accepted,34569847,No,API Key Only,No Source,Address 2247,City 2247,NY,12345,United States of America (USA),North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Mickey Mouse,--,type any notes here,--,--,--,--,--,--,--,--
4/17/2015,Q2 2015,Company 2248,not available,Name 2247,No Info Available,34569847,No,No Info Available,No Source,Address 2248,City 2248,--,12345,United Kingdom (UK),Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
4/17/2015,Q2 2015,Company 2249,Mr.,Name 2248,No Info Available,34569847,No,Derivatives,No Source,Address 2249,City 2249,--,12345,United Kingdom (UK),Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
4/20/2015,Q2 2015,Company 2250,Mr.,Name 2249,No Info Available,34569847,No,No Info Available,No Source,Address 2250,City 2250,--,12345,United Kingdom (UK),Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
4/20/2015,Q2 2015,Company 2251,Mr.,Name 2250,No Info Available,34569847,No,No Info Available,No Source,Address 2251,City 2251,--,12345,United Kingdom (UK),Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
4/20/2015,Q2 2015,Company 2252,not available,Name 2251,No Info Available,34569847,No,No Info Available,No Source,Address 2252,City 2252,--,12345,United Kingdom (UK),Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
4/20/2015,Q2 2015,Company 2253,Mr.,Name 2252,No Info Available,34569847,No,No Info Available,No Source,Address 2253,City 2253,--,12345,Netherlands,Western Europe,Exchange,--,not available,7701234567,4041234567,abcde@email.com,No,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
4/21/2015,Not Completed,Company 2254,Mr.,Name 2253,In Progress,34569847,No,No Info Available,No Source,Address 2254,City 2254,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,John Jacob,--,type any notes here,--,--,--,--,--,--,--,--
4/21/2015,Not Completed,Company 2255,Mr.,Name 2254,In Progress,34569847,No,No Info Available,No Source,Address 2255,City 2255,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,John Jacob,--,type any notes here,--,--,--,--,--,--,--,--
4/21/2015,Not Completed,Company 2256,not available,Name 2255,In Progress,34569847,No,No Info Available,No Source,Address 2256,City 2256,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,John Jacob,--,type any notes here,--,--,--,--,--,--,--,--
4/28/2015,Q2 2015,Company 2257,Mr.,Name 2256,No Info Available,34569847,No,No Info Available,No Source,Address 2257,City 2257,--,12345,Cayman Islands,Latin America & Caribbean,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
4/28/2015,Not Completed,Company 2258,not available,Name 2257,No Info Available,34569847,No,No Info Available,No Source,Address 2258,City 2258,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
4/28/2015,Q2 2015,Company 2259,Mr.,Name 2258,Accepted,34569847,No,API Key Only,No Source,Address 2259,City 2259,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,Russell Westbrook,--,type any notes here,--,--,--,--,--,--,--,--
4/29/2015,Q2 2015,Company 2260,Ms.,Name 2259,Accepted,34569847,No,No Info Available,No Source,Address 2260,City 2260,--,12345,--,not available,--,--,Market Data / Technology - Market Data Commercial,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,,
4/29/2015,Q2 2015,Company 2261,Mr.,Name 2260,Accepted,34569847,No,No Info Available,No Source,Address 2261,City 2261,VA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
4/30/2015,Q2 2015,Company 2262,Mr.,Name 2261,Accepted,34569847,No,No Info Available,No Source,Address 2262,City 2262,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
4/30/2015,Q2 2015,Company 2263,Mr.,Name 2262,Accepted,34569847,No,No Info Available,No Source,Address 2263,City 2263,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
4/30/2015,Q2 2015,Company 2264,Mr.,Name 2263,Accepted,34569847,No,No Info Available,No Source,Address 2264,City 2264,--,12345,--,not available,--,--,Global Head,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
4/30/2015,Q2 2015,Company 2265,not available,Name 2264,In Progress,34569847,No,No Info Available,No Source,Address 2265,City 2265,--,12345,United Kingdom,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
4/30/2015,Q2 2015,Company 2266,Ms.,Name 2265,In Progress,34569847,No,No Info Available,No Source,Address 2266,City 2266,--,12345,United Kingdom,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
5/1/2015,Q2 2015,Company 2267,Mr.,Name 2266,Accepted,34569847,No,No Info Available,No Source,Address 2267,City 2267,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,not specified,Other,type any notes here,--,--,--,--,--,--,--,--
5/8/2015,Q2 2015,Company 2268,not available,Name 2267,In Progress,34569847,No,No Info Available,No Source,Address 2268,City 2268,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
5/8/2015,Q2 2015,Company 2269,not available,Name 2268,In Progress,34569847,No,No Info Available,No Source,Address 2269,City 2269,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
5/11/2015,Q2 2015,Company 2270,Mr.,Name 2269,Accepted,34569847,No,No Info Available,No Source,Address 2270,City 2270,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
5/11/2015,Q2 2015,Company 2271,Mr.,Name 2270,No Info Available,34569847,No,No Info Available,No Source,Address 2271,City 2271,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
5/12/2015,Q2 2015,Company 2272,Mr.,Name 2271,Accepted,34569847,No,No Info Available,No Source,Address 2272,City 2272,IL,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
5/12/2015,Q2 2015,Company 2273,Mr.,Name 2272,Accepted,34569847,No,No Info Available,No Source,Address 2273,City 2273,IL,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
5/13/2015,Q2 2015,Company 2274,Mr.,Name 2273,Accepted,34569847,No,No Info Available,No Source,Address 2274,City 2274,IL,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
5/13/2015,Q2 2015,Company 2275,Mr.,Name 2274,Accepted,34569847,No,No Info Available,No Source,Address 2275,City 2275,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
5/13/2015,Q2 2015,Company 2276,not available,Name 2275,Accepted,34569847,No,No Info Available,No Source,Address 2276,City 2276,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
5/14/2015,Not Completed,Company 2277,Mr.,Name 2276,In Progress,34569847,No,No Info Available,No Source,Address 2277,City 2277,--,12345,--,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
5/15/2015,Q2 2015,Company 2278,Mr.,Name 2277,Accepted,34569847,No,API Key Only,No Source,Address 2278,City 2278,--,12345,Australia,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,not specified,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
5/15/2015,Q2 2015,Company 2279,Mr.,Name 2278,Accepted,34569847,No,API Key Only,No Source,Address 2279,City 2279,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Other,type any notes here,--,--,--,--,--,--,--,--
5/15/2015,Not Completed,Company 2280,Mr.,Name 2279,In Progress,34569847,No,No Info Available,No Source,Address 2280,City 2280,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Mickey Mouse,--,type any notes here,--,--,--,--,--,--,--,--
5/15/2015,Not Completed,Company 2281,Mr.,Name 2280,In Progress,34569847,No,No Info Available,No Source,Address 2281,City 2281,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Mickey Mouse,--,type any notes here,--,--,--,--,--,--,--,--
5/18/2015,Q1 2015,Company 2282,not available,Name 2281,In Progress,34569847,No,No Info Available,No Source,Address 2282,City 2282,--,12345,United Kingdom,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
5/18/2015,Q1 2015,Company 2283,not available,Name 2282,In Progress,34569847,No,No Info Available,No Source,Address 2283,City 2283,--,12345,United Kingdom,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
5/18/2015,Q1 2015,Company 2284,not available,Name 2283,In Progress,34569847,No,No Info Available,No Source,Address 2284,City 2284,--,12345,United Kingdom,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
5/19/2015,Q2 2015,Company 2285,Mr.,Name 2284,Accepted,34569847,No,No Info Available,No Source,Address 2285,City 2285,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,not specified,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
5/19/2015,Q2 2015,Company 2286,not available,Name 2285,Accepted,34569847,No,No Info Available,No Source,Address 2286,City 2286,--,12345,United Kingdom (UK),Western Europe,--,--,Desk Head,7701234567,4041234567,abcde@email.com,Yes,not specified,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
5/19/2015,Q2 2015,Company 2287,Mr.,Name 2286,Accepted,34569847,No,No Info Available,No Source,Address 2287,City 2287,--,12345,United Kingdom (UK),Western Europe,--,--,Desk Head,7701234567,4041234567,abcde@email.com,Yes,not specified,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
5/19/2015,Q2 2015,Company 2288,Mr.,Name 2287,Accepted,34569847,No,No Info Available,No Source,Address 2288,City 2288,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,not specified,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
5/19/2015,Q2 2015,Company 2289,not available,Name 2288,No Info Available,34569847,No,No Info Available,No Source,Address 2289,City 2289,ON,12345,Canada,North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
5/19/2015,Q2 2015,Company 2290,Mr.,Name 2289,No Info Available,34569847,No,No Info Available,No Source,Address 2290,City 2290,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
5/21/2015,Q2 2015,Company 2291,Mr.,Name 2290,Accepted,34569847,No,No Info Available,No Source,Address 2291,City 2291,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
5/22/2015,Q2 2015,Company 2292,not available,Name 2291,No Info Available,34569847,No,No Info Available,No Source,Address 2292,City 2292,ON,12345,Canada,North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
5/27/2015,Q2 2015,Company 2293,Mr.,Name 2292,No Info Available,34569847,No,No Info Available,No Source,Address 2293,City 2293,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
5/28/2015,Q2 2015,Company 2294,Ms.,Name 2293,Accepted,34569847,No,No Info Available,No Source,Address 2294,City 2294,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
5/28/2015,Q2 2015,Company 2295,not available,Name 2294,No Info Available,34569847,No,No Info Available,No Source,Address 2295,City 2295,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
6/2/2015,Q2 2015,Company 2296,Ms.,Name 2295,Accepted,34569847,No,No Info Available,No Source,Address 2296,City 2296,--,12345,India,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
6/3/2015,Q2 2015,Company 2297,not available,Name 2296,Accepted,34569847,No,No Info Available,No Source,Address 2297,City 2297,--,12345,India,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Terminal client,type any notes here,--,--,--,--,--,--,--,--
6/5/2015,Q2 2015,Company 2298,not available,Name 2297,No Info Available,34569847,No,API Key Only,No Source,Address 2298,City 2298,AB,12345,Canada,North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
6/8/2015,Q2 2015,Company 2299,Mr.,Name 2298,Accepted,34569847,No,No Info Available,No Source,Address 2299,City 2299,DC,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
6/9/2015,Q2 2015,Company 2300,Mr.,Name 2299,Accepted,34569847,No,No Info Available,No Source,Address 2300,City 2300,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,John Jacob,Other,type any notes here,--,--,--,--,--,--,--,--
6/10/2015,Q2 2015,Company 2301,Mr.,Name 2300,No Info Available,34569847,No,No Info Available,No Source,Address 2301,City 2301,MA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
6/11/2015,Q2 2015,Company 2302,not available,Name 2301,No Info Available,34569847,No,No Info Available,No Source,Address 2302,City 2302,--,12345,Japan,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
6/16/2015,Q2 2015,Company 2303,Mr.,Name 2302,Accepted,34569847,No,No Info Available,No Source,Address 2303,City 2303,--,12345,United Kingdom (UK),Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
6/18/2015,Q2 2015,Company 2304,Mr.,Name 2303,Accepted,34569847,No,No Info Available,No Source,Address 2304,City 2304,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,John Jacob,Other,type any notes here,--,--,--,--,--,--,--,--
6/19/2015,Q2 2015,Company 2305,Mr.,Name 2304,Accepted,34569847,No,No Info Available,No Source,Address 2305,City 2305,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Other,type any notes here,--,--,--,--,--,--,--,--
