"id","dateAdded","qtr&Yrcompleted","companyName","divisionName","usertypeName","datausageName","openFIGI","clienttypeName","address","city","state","countryName","zipcode","regionName","contactName","email","phone","bloombergRep","SORNumber","notes","latest_update"
102,"0000-00-00","2016Q1","Dynazzy","SELL_SIDE-REGIONAL_BANK","DL_PER_SECURITY","DISPLAY_ON_WEB_SITE","","TRUSTEE","363 Sachtjen Alley","Des Moines","Iowa","United States",82128,"EASTERN_EUROPE","Cheryl Wright","mfernandez2t@cargocollective.com","1-(515)418-7032","Maria Fernandez",661733,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",""
103,"0000-00-00","2016Q2","Realbridge","SELL_SIDE-CAPITAL_MARKETS","OPENFIGI.COM-FUNDS","REQUEST_DATA","","EXCHANGE","8143 Maryland Trail","San Antonio","Texas","United States",30063,"LATIN_AMERICA_&_CARIBBEAN","Bobby Payne","jhoward2u@go.com","1-(210)510-3080","John Howard",900129,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",""
104,"0000-00-00","2016Q3","Myworks","FUND_SERVICE_PROVIDER","OPENFIGI.COM-DERIVATIVES","AVAILABLE_TO_USERS_UPON_REQUEST","","REGULATOR","4 Di Loreto Point","Pittsburgh","Pennsylvania","United States",46335,"WESTERN_EUROPE","Shirley Black","rpalmer2v@rakuten.co.jp","1-(412)448-0242","Ruth Palmer",840671,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",""
105,"0000-00-00","2014Q4","Topicware","BUY_SIDE-ASSET_MANAGER","OPENFIGI.COM-API_KEY","NA","","EXCHANGE","82259 Paget Junction","Brooklyn","New York","United States",83567,"NORTH_AMERICA","Lisa Ramirez","rholmes2w@tamu.edu","1-(347)402-5781","Ralph Holmes",785534,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",""
106,"0000-00-00","2015Q4","Meemm","SELL_SIDE-AGENCY_BROKER","DL_BACKOFFICE","AVAILABLE_TO_USERS_UPON_REQUEST","","REGULATOR","68 Golf Circle","Tucson","Arizona","United States",25278,"EASTERN_EUROPE","Janice Ford","rgeorge2x@ucla.edu","1-(520)963-3422","Rachel George",687294,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",""
107,"0000-00-00","2015Q4","Skipfire","RATING_AGENCY","OPENFIGI.COM-API_KEY","REGULATION","","THIRD_PARTY","3613 Quincy Point","Baton Rouge","Louisiana","United States",85577,"WESTERN_EUROPE","Ashley Owens","jwalker2y@un.org","1-(225)627-4890","Jimmy Walker",247756,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",""
108,"0000-00-00","2015Q4","Trunyx","SELL_SIDE-PRIME_SERVICES","OPENFIGI.COM-FIXED_INCOME","STORE_AS_REFERENCE_DATA","","OTHER","71657 Main Lane","Aurora","Colorado","United States",49270,"ASIA_PACIFIC","Brenda Hansen","aramirez2z@angelfire.com","1-(303)881-2839","Andrea Ramirez",983736,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",""
109,"0000-00-00","2014Q2","Quaxo","SELL_SIDE-PRIME_SERVICES","BPIPE/BPOD","AVAILABLE_TO_ALL_USERS","","EXCHANGE","4985 Tennessee Crossing","Clearwater","Florida","United States",78072,"NOT_AVAILABLE","Emily Stanley","bjohnson30@adobe.com","1-(727)238-3921","Beverly Johnson",966659,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",""
110,"0000-00-00","2016Q2","Leenti","GOVERNMENT","OPENFIGI.COM-DERIVATIVES","DISPLAY_ON_WEB_SITE","","THIRD_PARTY","8261 5th Trail","Huntington","West Virginia","United States",31784,"MIDDLE_EAST_&_AFRICA","Clarence Miller","dfields31@youtube.com","1-(304)516-9858","Diane Fields",992728,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",""
111,"0000-00-00","2016Q1","Zoombeat","SELL_SIDE-INTER-DEALER_BROKER","OPENFIGI.COM-DERIVATIVES","NA","","REGULATOR","66485 Calypso Plaza","Montpelier","Vermont","United States",50960,"MIDDLE_EAST_&_AFRICA","Lawrence Schmidt","bsnyder32@w3.org","1-(802)806-4222","Brenda Snyder",921426,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",""
112,"0000-00-00","2015Q2","Brainlounge","SELL_SIDE-PRIME_SERVICES","DL_BACKOFFICE","DISPLAY_ON_WEB_SITE","","THIRD_PARTY","911 Lighthouse Bay Plaza","Los Angeles","California","United States",11398,"MIDDLE_EAST_&_AFRICA","Carl Sanders","lwarren33@instagram.com","1-(213)680-1665","Laura Warren",371733,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",""
113,"0000-00-00","2014Q1","Meemm","BUY_SIDE-ASSET_MANAGER","OPENFIGI.COM-API_KEY","NA","","EXCHANGE","784 Kropf Hill","Philadelphia","Pennsylvania","United States",35820,"MIDDLE_EAST_&_AFRICA","Nicole Jacobs","jparker34@studiopress.com","1-(215)300-9331","Jacqueline Parker",690690,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",""
114,"0000-00-00","2016Q3","Agivu","OUTSOURCING","OPENFIGI.COM-FUNDS","NA","","REGULATOR","317 Oxford Alley","Reston","Virginia","United States",83476,"EASTERN_EUROPE","Ruby Moreno","pwarren35@imdb.com","1-(703)407-8265","Phillip Warren",311371,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",""
115,"0000-00-00","2014Q2","Fatz","EDUCATION","TERMINAL_CLIENT","REGULATION","","TRUSTEE","15992 American Ash Way","Des Moines","Iowa","United States",22907,"NORTH_AMERICA","Ann Lawson","rferguson36@seesaa.net","1-(641)458-6015","Rebecca Ferguson",641042,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",""
